order_id,user_id,session_id,order_value_rs,order_date,campaign_id
81,9016,5057-37,502,2023-10-03 16:21:26,8
82,65,1725-39,573,2023-09-11 16:06:58,4
83,9883,7817-2,2207,2023-12-20 10:57:34,13
84,8854,6203-32,369,2023-12-08 01:18:11,17
85,2857,4666-7,1293,2023-06-26 05:09:42,9
86,1510,476-26,1779,2023-07-01 17:22:22,16
87,5446,4809-40,2062,2023-04-23 19:26:57,4
88,6951,7726-36,4179,2023-10-18 14:42:28,8
89,7571,1134-46,4908,2023-10-02 19:51:18,9
90,8429,6660-24,2995,2023-03-25 00:30:04,18
91,7781,3819-43,632,2023-07-09 05:49:58,3
92,4941,2920-31,3096,2023-04-02 03:14:01,20
93,1082,7423-28,650,2023-10-01 04:44:25,14
94,4493,5881-6,3177,2023-04-21 05:41:28,1
95,4951,20-33,1537,2023-01-16 10:36:26,20
96,2286,8392-2,4271,2023-06-30 03:08:20,6
97,748,6880-1,4847,2023-02-22 08:03:45,19
98,7632,1754-10,2268,2023-09-01 13:19:30,3
99,2012,3778-11,3956,2023-10-16 19:08:57,2
100,9970,4839-4,1164,2023-06-21 15:04:57,9
101,2914,416-36,870,2023-10-07 14:54:24,17
102,3647,5522-46,1474,2023-08-03 11:58:38,14
103,9532,1854-23,1346,2023-06-22 13:32:37,19
104,334,5007-35,550,2023-04-04 05:46:40,1
105,7994,752-4,484,2023-03-15 13:01:57,12
106,316,5348-43,4527,2023-11-18 17:26:22,12
107,3819,141-35,3006,2023-02-01 17:39:57,8
108,5785,6645-14,1816,2023-11-17 21:33:34,15
109,2389,4369-42,4066,2023-09-20 17:18:28,19
110,8320,5366-26,337,2023-06-07 00:38:24,8
111,7097,8194-48,3209,2023-12-15 20:13:15,15
112,4335,5058-36,862,2023-06-22 03:47:39,2
113,4068,4224-43,2125,2023-12-22 05:55:22,13
114,2179,1204-3,1448,2023-03-03 09:12:20,16
115,3030,5894-42,2441,2023-11-05 13:33:53,13
116,6270,9442-44,991,2023-03-22 05:24:24,3
117,4849,8820-15,647,2023-12-07 02:27:50,4
118,6153,2239-34,2872,2023-04-05 23:48:03,14
119,8161,4613-38,4679,2023-12-10 22:30:16,10
120,1553,4642-29,2817,2023-02-21 06:37:54,15
121,6971,5254-1,4526,2023-06-13 15:54:29,19
122,3679,465-35,4353,2023-09-12 07:40:09,2
123,202,1133-44,896,2023-03-11 09:27:59,8
124,169,6062-7,3315,2023-12-27 10:26:08,11
125,1264,5443-9,3259,2023-05-01 16:28:04,16
126,1691,5143-19,4113,2023-04-04 21:18:11,16
127,4253,1816-24,1325,2023-06-26 13:16:31,19
128,7021,9693-4,3961,2023-06-02 07:15:17,6
129,6698,1860-25,1998,2023-05-12 16:52:03,20
130,5595,9153-45,4269,2023-02-26 11:37:12,6
131,9677,4681-18,1733,2023-01-16 10:04:35,16
132,9531,1716-19,1787,2023-10-01 03:31:14,17
133,6911,2198-37,1059,2023-02-04 13:40:52,20
134,3587,2516-44,3864,2023-03-26 18:20:20,3
135,5151,3095-30,930,2023-06-26 18:44:28,8
136,7819,9631-3,1715,2023-03-29 19:19:00,19
137,4916,8344-2,1190,2023-09-30 02:17:00,18
138,3426,9943-45,841,2023-11-04 08:51:07,7
139,6153,8007-11,1741,2023-07-11 15:35:56,13
140,3296,3372-6,1585,2023-04-03 02:01:26,1
141,9987,2429-23,2751,2023-04-02 15:57:38,9
142,1863,4975-26,1749,2023-01-14 23:31:55,15
143,4061,6051-48,911,2023-02-26 23:47:31,7
144,6364,7545-11,4409,2023-08-15 03:13:54,9
145,7803,4949-36,4540,2023-08-07 21:38:42,15
146,8162,5880-26,2942,2023-12-29 08:25:46,15
147,5474,8920-19,3176,2023-11-03 09:12:12,2
148,3968,2160-8,1831,2023-11-11 01:31:21,10
149,5694,926-21,1067,2023-07-23 18:45:50,20
150,9170,4554-15,565,2023-01-31 22:55:40,20
151,9974,1564-37,2860,2023-08-14 21:58:25,7
152,382,7627-41,966,2023-04-16 20:48:48,14
153,7808,5324-17,4321,2023-10-30 00:47:41,19
154,9568,4305-35,2690,2023-05-22 22:01:53,1
155,5996,7269-3,754,2023-05-07 00:48:58,1
156,5052,9420-19,2964,2023-08-15 11:13:21,16
157,3433,6274-24,2106,2023-10-27 06:23:50,2
158,7188,689-8,555,2023-11-06 14:28:25,6
159,7852,9838-9,3411,2023-03-13 19:59:01,12
160,5321,5197-22,3826,2023-04-21 05:29:23,11
161,7824,5021-10,4425,2023-05-29 12:10:31,14
162,5251,3294-16,1945,2023-08-03 12:07:35,3
163,9627,323-8,1489,2023-01-24 09:10:15,17
164,4711,1877-9,2817,2023-11-01 12:27:56,10
165,3708,8583-19,2595,2023-08-12 15:21:54,10
166,8025,6445-25,3434,2023-08-05 22:34:23,7
167,4080,9611-44,4738,2023-07-10 09:50:39,15
168,2408,7700-9,4576,2023-10-13 20:19:44,9
169,9146,6289-42,685,2023-06-23 15:27:49,20
170,3219,1726-4,4807,2023-09-01 16:21:41,18
171,4702,195-17,1495,2023-02-15 11:50:02,20
172,6709,5276-40,4813,2023-02-27 03:10:35,11
173,176,1352-3,1233,2023-05-05 06:18:52,1
174,7562,437-36,2978,2023-05-15 16:56:16,14
175,5550,6911-15,3513,2023-08-18 09:21:40,19
176,2781,1315-40,4723,2023-05-01 09:52:53,18
177,3510,2468-16,1352,2023-10-26 13:55:26,1
178,3815,7040-41,394,2023-10-04 14:01:07,3
179,1269,2986-26,1971,2023-10-07 12:20:03,11
180,9290,298-2,2500,2023-09-17 04:53:40,16
181,3187,4954-18,1964,2023-10-10 04:17:09,10
182,1218,5585-6,4729,2023-04-28 00:56:36,4
183,1464,8433-31,2582,2023-01-27 21:05:32,10
184,5048,9886-3,3906,2023-05-17 03:08:41,7
185,4361,8904-41,1388,2023-06-18 03:34:02,5
186,3787,4332-7,1075,2023-02-10 06:17:52,18
187,7356,423-10,1898,2023-04-13 02:46:03,20
188,1970,8327-48,4734,2023-01-05 14:37:14,14
189,5162,2359-39,1171,2023-08-15 12:33:53,10
190,5620,1512-31,4782,2023-09-17 03:37:26,4
191,2124,1305-38,4936,2023-07-25 20:43:56,8
192,6294,5595-14,2116,2023-12-25 13:41:31,16
193,5383,7352-27,2196,2023-06-09 21:58:50,12
194,4465,9933-41,834,2023-05-01 08:51:35,9
195,2030,7271-40,1698,2023-03-24 12:27:46,4
196,8655,4747-45,1551,2023-05-03 09:24:17,7
197,7569,3923-14,1483,2023-08-26 10:15:04,17
198,7138,1329-45,3129,2023-01-02 10:47:05,20
199,9267,8357-8,2121,2023-04-29 08:47:44,11
200,2597,8657-27,1218,2023-10-14 03:24:53,8
201,1545,4598-22,4068,2023-03-24 13:53:41,15
202,5979,5713-31,2688,2023-02-21 17:57:43,1
203,9181,6733-28,4234,2023-12-01 10:06:47,12
204,178,2797-2,571,2023-08-08 10:21:11,7
205,2806,6630-22,2158,2023-10-13 03:43:10,19
206,214,9013-34,4586,2023-12-04 07:13:35,17
207,6958,9077-38,1780,2023-09-29 05:30:13,17
208,9806,1578-40,954,2023-06-01 17:43:26,15
209,2828,3998-8,372,2023-10-06 10:50:17,15
210,6566,3249-44,2133,2023-01-04 06:42:48,11
211,7829,8251-47,4837,2023-05-01 04:04:43,2
212,393,3237-35,4893,2023-02-03 11:54:23,5
213,1601,4306-17,4898,2023-09-26 06:52:17,18
214,8264,7739-37,4305,2023-02-15 18:33:49,5
215,1937,4078-19,3280,2023-04-19 09:06:38,7
216,3493,178-3,2914,2023-04-24 19:02:56,19
217,8277,3163-27,2804,2023-06-23 04:51:10,8
218,9187,3002-8,2115,2023-12-10 14:20:14,12
219,436,8736-24,3819,2023-09-12 20:38:03,13
220,8000,3433-12,1131,2023-03-14 19:54:58,11
221,1375,8227-47,4959,2023-06-14 00:27:56,7
222,8914,3547-10,932,2023-10-16 20:33:52,18
223,6923,2141-32,1311,2023-03-01 23:32:13,8
224,9594,4171-8,2281,2023-04-13 06:58:38,20
225,7081,3567-5,3164,2023-11-26 10:14:35,5
226,926,4250-42,3715,2023-03-15 13:18:05,3
227,4437,7327-14,2390,2023-09-05 11:35:33,8
228,9489,1111-30,4210,2023-11-26 00:42:35,18
229,3911,5037-14,3925,2023-06-20 18:12:55,5
230,6596,6711-14,1754,2023-09-23 18:21:41,11
231,9074,408-21,1341,2023-06-20 10:47:09,13
232,6702,6915-23,455,2023-06-28 01:27:54,10
233,7591,567-5,1612,2023-10-21 06:29:55,12
234,9390,5115-46,4619,2023-06-24 15:14:01,4
235,6469,5670-43,1932,2023-12-13 22:28:33,19
236,3127,8364-4,1110,2023-10-14 23:55:46,12
237,6096,3034-3,3045,2023-06-28 11:23:53,8
238,4638,3773-45,3169,2023-11-02 09:47:23,3
239,8574,8352-37,1130,2023-09-06 06:29:43,5
240,3432,7909-31,1874,2023-04-13 05:15:28,8
241,9016,1377-7,2022,2023-07-29 15:34:14,6
242,7794,3714-33,610,2023-08-31 18:43:26,3
243,1523,9624-43,482,2023-05-28 21:52:44,18
244,2131,9918-11,2138,2023-10-26 12:23:39,17
245,7947,4305-15,4809,2023-11-28 17:15:14,9
246,1041,1185-1,1868,2023-09-18 13:13:25,20
247,794,5086-18,4350,2023-09-01 17:51:50,18
248,4031,7703-24,3367,2023-12-25 06:37:27,16
249,3652,1430-4,3313,2023-08-27 17:05:04,8
250,2005,65-10,1954,2023-01-18 08:20:19,6
251,3561,4533-7,1563,2023-08-11 22:40:18,10
252,5465,9291-29,1736,2023-09-19 13:31:54,5
253,6669,9809-8,1130,2023-10-26 11:14:17,7
254,9067,7682-16,1014,2023-03-11 23:23:23,15
255,6566,5923-9,584,2023-07-03 16:30:52,8
256,6857,7347-39,4205,2023-11-24 16:00:09,7
257,2073,7780-4,1656,2023-09-12 09:08:17,11
258,9357,3572-43,4910,2023-02-18 03:57:34,20
259,6191,9171-25,1837,2023-10-17 09:41:06,12
260,5504,9505-46,2001,2023-11-30 09:56:16,1
261,4157,6328-22,1053,2023-12-23 10:38:16,13
262,9710,9374-42,3581,2023-06-13 07:01:54,13
263,3920,3731-2,2011,2023-05-20 12:44:28,14
264,8141,6710-30,642,2023-07-01 15:37:30,19
265,7922,6664-40,840,2023-12-06 05:51:40,10
266,9614,4293-24,437,2023-05-31 18:42:41,3
267,6796,9303-41,759,2023-04-05 13:47:35,8
268,9560,6332-40,4191,2023-04-13 23:43:24,6
269,8161,7372-38,1624,2023-09-18 08:40:29,2
270,1834,5842-35,3677,2023-02-03 12:07:54,11
271,843,3294-46,2496,2023-01-04 07:42:51,19
272,45,3489-47,942,2023-02-16 03:57:17,16
273,2962,8783-20,1367,2023-12-30 09:20:15,20
274,3847,5477-48,4749,2023-06-02 05:56:14,8
275,6125,983-1,3423,2023-09-24 04:09:49,7
276,6048,8709-23,4851,2023-10-27 06:42:15,17
277,699,8290-35,994,2023-07-07 19:10:27,18
278,4833,7419-23,2474,2023-02-22 02:42:09,11
279,4468,4109-3,2339,2023-12-11 23:37:40,11
280,3812,3475-49,1599,2023-01-23 07:26:25,5
281,8848,2631-35,1820,2023-06-28 12:33:02,9
282,4073,2087-22,4672,2023-03-14 04:30:35,18
283,2860,6791-38,3338,2023-07-31 01:17:05,19
284,8209,9887-28,4229,2023-08-17 09:30:02,17
285,9980,4529-42,3408,2023-04-24 11:03:06,6
286,2602,9186-5,3984,2023-09-04 00:36:42,15
287,8662,7139-19,3632,2023-01-02 02:24:09,12
288,3056,9429-7,4740,2023-10-04 08:13:52,10
289,1343,6064-17,4443,2023-03-28 01:34:51,11
290,4942,1431-28,4442,2023-11-23 22:13:25,9
291,3717,3468-26,3173,2023-02-04 11:01:54,18
292,9145,1786-42,851,2023-10-20 03:41:39,11
293,2183,7239-9,3740,2023-03-05 07:14:53,14
294,9387,9438-35,3127,2023-05-07 11:17:54,8
295,4688,9583-7,811,2023-06-29 20:41:11,18
296,7222,5751-48,3656,2023-08-02 17:15:27,12
297,40,7770-7,3265,2023-09-25 13:33:35,12
298,361,1876-37,2690,2023-08-08 20:22:28,18
299,5912,7393-23,2846,2023-05-24 20:15:34,10
300,8600,4011-48,711,2023-12-27 15:42:01,19
301,8836,6559-45,3468,2023-10-02 21:34:42,6
302,8322,9978-31,2994,2023-04-04 20:53:21,4
303,2808,3264-5,3096,2023-11-06 04:57:21,7
304,4637,7519-48,2982,2023-09-02 10:45:21,13
305,3913,2031-19,2442,2023-10-16 21:06:09,17
306,1056,3502-41,3445,2023-06-28 23:21:15,5
307,1814,2926-48,2968,2023-03-14 08:01:52,6
308,5155,9827-33,2739,2023-12-14 01:43:23,12
309,5749,1157-10,1071,2023-06-29 01:45:11,4
310,8160,7035-34,1826,2023-11-18 13:30:13,7
311,3194,107-3,3475,2023-04-30 23:35:47,18
312,2797,8099-1,2721,2023-06-13 14:39:50,3
313,5672,5758-43,3837,2023-01-19 12:59:06,15
314,7363,693-24,3778,2023-07-01 12:42:26,11
315,6590,6505-21,696,2023-03-04 23:23:49,8
316,1289,2531-31,4847,2023-05-13 04:14:54,12
317,7073,4563-47,4970,2023-06-24 06:45:08,2
318,8268,6283-23,1261,2023-03-01 17:34:55,7
319,9053,5853-12,1226,2023-01-19 17:44:06,11
320,2167,7298-37,4307,2023-06-15 12:19:10,15
321,3630,3653-28,2086,2023-06-15 09:53:49,11
322,9895,2742-6,2418,2023-06-17 23:11:55,8
323,4861,953-31,3704,2023-08-19 06:03:07,7
324,1071,7963-38,4938,2023-10-17 22:04:43,17
325,707,8823-27,3430,2023-07-18 01:20:10,4
326,1608,9111-26,1007,2023-01-24 16:44:45,20
327,1055,6848-14,1034,2023-12-01 15:56:03,9
328,7931,4814-36,3795,2023-02-21 14:52:00,3
329,7393,2561-37,4641,2023-07-14 16:16:42,13
330,9270,8547-42,2893,2023-10-11 06:10:58,12
331,5584,6116-7,2945,2023-01-02 15:16:25,19
332,2771,7551-41,2423,2023-04-25 16:20:53,9
333,9634,5146-12,1727,2023-11-06 23:15:41,3
334,2661,5304-22,3204,2023-06-04 02:26:47,17
335,3795,1511-25,4784,2023-08-04 22:41:35,10
336,1269,505-2,2060,2023-06-25 05:44:26,20
337,5644,3974-33,1396,2023-04-10 09:49:58,6
338,8804,2925-30,4720,2023-11-10 14:55:52,9
339,8997,8053-40,3609,2023-04-29 17:34:37,12
340,6322,2431-38,689,2023-02-09 11:47:41,8
341,3293,7759-24,3113,2023-08-09 18:55:22,20
342,6826,7303-32,3753,2023-02-18 03:36:44,1
343,8273,6780-4,2955,2023-12-23 00:10:48,7
344,4413,7935-37,2652,2023-05-02 05:10:22,4
345,7496,3048-5,623,2023-08-15 22:49:34,2
346,9627,6817-6,1101,2023-12-25 21:42:02,14
347,18,8409-12,2053,2023-06-15 13:25:06,18
348,8213,534-44,1928,2023-03-30 13:53:17,11
349,1960,694-47,2250,2023-08-09 12:16:26,12
350,3792,6649-25,3041,2023-08-18 19:52:59,5
351,4606,4676-40,1835,2023-03-05 07:02:07,15
352,4773,114-31,1933,2023-09-24 05:02:21,13
353,7576,8283-33,4761,2023-01-10 13:21:54,15
354,2105,1659-45,1783,2023-01-28 17:08:18,7
355,9835,6726-12,1229,2023-12-26 20:59:23,16
356,2574,7497-19,4816,2023-08-09 23:06:23,20
357,9979,2203-48,353,2023-01-05 15:28:57,1
358,6809,9384-14,405,2023-01-01 08:53:14,12
359,1138,7051-9,1343,2023-11-13 00:43:56,4
360,4244,4851-43,4934,2023-06-02 15:30:59,12
361,637,9587-5,4005,2023-02-04 06:21:29,7
362,4055,6804-10,2723,2023-12-22 10:10:46,12
363,4619,913-13,993,2023-02-17 20:17:09,13
364,1772,4537-10,994,2023-06-20 18:11:51,3
365,7862,9339-45,3591,2023-10-07 16:26:56,3
366,2361,747-21,731,2023-07-22 12:44:35,9
367,180,7161-32,2116,2023-10-26 03:16:29,4
368,5249,4037-5,1637,2023-12-11 08:09:42,1
369,5726,7572-45,874,2023-11-29 16:58:38,18
370,1333,2350-4,2512,2023-07-02 18:13:29,6
371,4463,4936-11,4895,2023-05-05 12:13:24,6
372,9310,4739-34,1581,2023-01-13 14:01:05,13
373,793,5340-48,2593,2023-05-01 14:18:17,12
374,4479,5756-44,826,2023-10-24 19:25:59,10
375,8065,339-2,1231,2023-04-30 10:50:40,20
376,5161,9221-40,2799,2023-12-05 08:51:00,3
377,4643,5670-8,1435,2023-11-02 01:44:25,18
378,4715,4145-30,4067,2023-01-20 23:16:31,18
379,7170,7655-23,1720,2023-11-04 07:54:49,9
380,4950,8901-45,4122,2023-11-11 06:09:47,10
381,1691,2546-42,3033,2023-03-08 11:34:05,10
382,1407,7641-30,2544,2023-08-14 10:44:33,1
383,6515,5471-15,526,2023-09-04 17:44:53,9
384,8290,6937-46,2702,2023-05-16 14:01:50,18
385,1153,9026-41,840,2023-10-09 09:28:04,2
386,7659,6728-14,1898,2023-02-22 21:55:23,14
387,1817,4832-49,2050,2023-12-26 01:23:49,13
388,5827,606-29,2582,2023-02-28 11:01:18,2
389,889,4491-1,871,2023-07-19 06:18:32,19
390,8570,6938-20,4483,2023-07-22 19:58:21,9
391,7263,2777-26,3718,2023-03-09 20:33:45,6
392,5286,287-5,349,2023-03-29 23:38:18,6
393,1431,2293-43,2030,2023-12-18 08:57:43,1
394,6727,3883-32,3768,2023-03-02 19:10:53,9
395,7055,3372-1,4749,2023-03-30 00:05:56,4
396,8580,4605-4,4111,2023-08-12 21:23:01,5
397,9209,8884-17,1460,2023-03-24 14:25:05,8
398,2975,3576-25,4391,2023-11-13 05:36:29,11
399,4801,2218-27,1625,2023-08-06 05:23:12,4
400,8449,9791-25,331,2023-09-05 19:10:28,6
401,6784,6292-16,3196,2023-01-28 00:23:04,17
402,5371,5730-33,3256,2023-08-12 23:24:53,20
403,7948,7901-7,3480,2023-06-21 21:03:25,1
404,3654,9367-2,1199,2023-08-30 09:13:36,19
405,5031,8115-43,2520,2023-03-21 05:07:32,15
406,650,6088-26,1538,2023-07-28 00:39:10,5
407,4880,1662-46,1263,2023-06-14 20:40:18,8
408,9993,3895-6,2772,2023-06-24 12:24:31,15
409,6136,9562-5,3970,2023-07-28 04:54:36,1
410,3470,7059-44,2131,2023-10-30 12:58:40,4
411,8561,306-46,1306,2023-07-22 12:48:38,17
412,775,2401-8,3151,2023-07-27 14:26:46,7
413,6561,9668-21,3702,2023-06-23 04:50:14,16
414,6663,3940-23,2446,2023-03-30 10:16:19,1
415,4885,8446-5,4712,2023-09-25 23:41:03,14
416,6211,8069-28,884,2023-04-14 04:28:04,6
417,5922,9975-35,1067,2023-06-11 04:54:45,11
418,7587,2867-28,729,2023-07-15 21:51:15,8
419,4444,4339-45,3374,2023-01-16 11:35:08,13
420,7467,3893-1,4941,2023-10-22 20:40:53,11
421,1778,5398-29,1476,2023-05-18 06:29:19,18
422,116,6435-40,732,2023-10-03 12:50:30,3
423,6746,2781-49,4031,2023-04-22 10:33:12,14
424,5678,3063-15,4454,2023-08-20 15:03:17,12
425,9534,5941-35,1346,2023-01-05 11:30:10,13
426,3346,6907-21,4998,2023-08-06 02:34:02,9
427,8500,6239-21,3977,2023-05-14 17:27:15,9
428,4285,8271-49,3043,2023-01-29 19:05:47,16
429,895,8709-40,657,2023-11-14 07:42:55,7
430,2876,1735-49,3110,2023-07-30 16:18:48,1
431,4427,8836-1,2320,2023-10-29 06:15:22,15
432,6464,3630-9,4525,2023-05-13 23:35:24,17
433,6757,7029-44,1423,2023-01-10 20:35:12,6
434,9,9134-37,4299,2023-01-17 03:11:51,4
435,7893,9227-43,2963,2023-04-16 02:16:28,20
436,7306,7117-40,1687,2023-05-07 21:07:22,3
437,1847,5623-5,970,2023-01-12 19:06:52,4
438,446,3586-14,2061,2023-03-21 06:41:18,12
439,7171,5382-32,4654,2023-07-29 14:44:42,2
440,2419,8012-35,3723,2023-11-01 09:37:48,5
441,3288,5997-31,1686,2023-06-01 21:23:32,8
442,7497,1201-31,908,2023-08-07 02:04:16,3
443,9365,6114-15,1700,2023-01-20 01:43:13,19
444,1532,4374-17,1140,2023-04-23 03:00:14,9
445,2048,9958-3,2273,2023-11-28 15:47:35,7
446,6606,5262-22,3031,2023-07-25 17:19:43,19
447,3976,251-6,1043,2023-03-18 14:34:16,9
448,1598,9897-9,3779,2023-07-12 20:10:31,17
449,3667,9730-27,4732,2023-06-08 14:43:44,7
450,7525,5699-42,459,2023-05-29 12:17:15,3
451,3880,62-26,1866,2023-10-26 01:25:58,3
452,3740,5940-18,4905,2023-06-30 09:48:31,11
453,1716,4460-11,3754,2023-04-17 00:43:52,14
454,1280,7904-22,2162,2023-01-26 23:16:31,14
455,6944,4130-23,3915,2023-11-18 01:51:12,15
456,9125,4163-34,1102,2023-06-28 14:56:46,12
457,359,6639-34,3990,2023-06-30 23:05:01,3
458,9036,2695-25,983,2023-07-28 15:38:35,15
459,2402,1471-3,2886,2023-01-06 08:14:25,2
460,6413,2345-40,3246,2023-11-02 06:07:08,3
461,3977,1720-5,2617,2023-02-01 23:18:28,6
462,6886,9311-11,706,2023-10-30 19:43:17,7
463,3745,7953-36,4655,2023-07-18 19:59:48,20
464,667,1692-3,3202,2023-07-07 10:43:29,11
465,8665,5378-22,3327,2023-02-03 06:09:42,9
466,4026,9208-35,3261,2023-11-30 22:02:48,15
467,1732,8886-42,3177,2023-12-15 13:06:01,18
468,6508,2904-15,665,2023-01-25 19:00:40,1
469,9435,941-8,2900,2023-02-25 04:59:21,18
470,5146,9377-32,857,2023-12-02 08:42:44,20
471,200,5064-35,1697,2023-10-14 14:30:26,2
472,8088,3939-15,1731,2023-11-12 06:35:10,8
473,4091,5482-24,2648,2023-04-17 05:08:16,13
474,4181,5161-23,3365,2023-06-11 22:02:54,14
475,477,2959-23,3943,2023-11-23 06:20:36,15
476,8786,3798-42,1367,2023-01-13 07:24:35,7
477,7222,7315-34,3049,2023-02-05 11:27:32,2
478,3068,6281-5,1584,2023-02-14 03:45:42,20
479,7525,9186-36,373,2023-11-06 00:23:17,15
480,3375,2566-29,1838,2023-06-28 21:33:05,6
481,9770,1481-11,3330,2023-08-19 14:51:47,1
482,8704,7663-19,4960,2023-05-25 23:25:58,10
483,8157,3489-26,3547,2023-01-30 04:57:52,7
484,1555,7910-43,4228,2023-09-09 16:02:38,5
485,774,220-30,4957,2023-01-06 11:43:48,1
486,8082,4925-20,4208,2023-02-17 10:04:24,12
487,3628,2915-47,1092,2023-10-21 08:48:11,19
488,5789,1541-33,472,2023-10-01 09:16:38,18
489,5568,6047-33,1575,2023-08-04 14:53:08,11
490,621,2965-4,2431,2023-08-06 13:57:47,20
491,2638,7776-22,2244,2023-11-06 09:18:34,7
492,7652,1029-3,460,2023-10-10 20:39:47,6
493,7607,143-46,3686,2023-12-25 05:28:23,10
494,8036,7283-8,3665,2023-10-09 11:23:24,16
495,6354,8026-20,1128,2023-12-01 20:32:43,18
496,9567,4036-20,996,2023-03-18 01:27:11,8
497,4970,5385-34,3347,2023-07-27 10:55:22,9
498,7652,5725-26,2511,2023-06-29 06:02:28,13
499,2072,8127-12,3546,2023-01-24 21:54:26,11
500,5576,5118-19,3278,2023-05-21 21:55:26,14
501,1620,4680-49,3454,2023-06-14 23:15:15,16
502,6287,4923-26,1092,2023-08-06 16:20:45,8
503,5238,3303-12,670,2023-09-21 11:41:37,5
504,7937,8468-26,1601,2023-08-05 20:09:57,18
